gene	ID	chr	start	end	discription
ZNF517	ENSG00000197363	8	146024261	146036554	zinc finger protein 517 
ZNF7	ENSG00000147789	8	146052849	146072894	zinc finger protein 7 
COMMD5	ENSG00000170619	8	146066427	146079121	COMM domain containing 5 
ZNF250	ENSG00000196150	8	146076632	146127553	zinc finger protein 250 
ZNF16	ENSG00000170631	8	146155744	146176274	zinc finger protein 16 
C8orf33	ENSG00000182307	8	146277764	146281416	chromosome 8 open reading frame 33 
FOXD4	ENSG00000170122	9	116237	118417	forkhead box D4 
CBWD1	ENSG00000172785	9	121041	188979	COBW domain containing 1 
C9orf66	ENSG00000183784	9	213108	215893	chromosome 9 open reading frame 66 
DOCK8	ENSG00000107099	9	214854	465259	dedicator of cytokinesis 8 
KANK1	ENSG00000107104	9	470291	746105	KN motif and ankyrin repeat domains 1 
DMRT1	ENSG00000137090	9	841690	969090	doublesex and mab-3 related transcription factor 1 
DMRT3	ENSG00000064218	9	976964	991731	doublesex and mab-3 related transcription factor 3 
DMRT2	ENSG00000173253	9	1050354	1057552	doublesex and mab-3 related transcription factor 2 
SMARCA2	ENSG00000080503	9	2015342	2193624	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 
VLDLR	ENSG00000147852	9	2621834	2654480	very low density lipoprotein receptor 
KCNV2	ENSG00000168263	9	2717502	2730037	potassium channel, subfamily V, member 2 
KIAA0020	ENSG00000080608	9	2720469	2844241	KIAA0020 
RFX3	ENSG00000080298	9	3218297	3526004	regulatory factor X, 3 (influences HLA class II expression) 
GLIS3	ENSG00000107249	9	3824127	4348392	GLIS family zinc finger 3 
SLC1A1	ENSG00000106688	9	4490444	4587469	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 
SPATA6L	ENSG00000106686	9	4553386	4666674	spermatogenesis associated 6-like 
PPAPDC2	ENSG00000205808	9	4662298	4665256	phosphatidic acid phosphatase type 2 domain containing 2 
CDC37L1	ENSG00000106993	9	4679559	4708398	cell division cycle 37-like 1 
AK3	ENSG00000147853	9	4711155	4742043	adenylate kinase 3 
RCL1	ENSG00000120158	9	4792869	4885917	RNA terminal phosphate cyclase-like 1 
JAK2	ENSG00000096968	9	4985033	5128183	Janus kinase 2 
INSL6	ENSG00000120210	9	5131979	5185668	insulin-like 6 
INSL4	ENSG00000120211	9	5231419	5235304	insulin-like 4 (placenta) 
RLN2	ENSG00000107014	9	5299868	5304969	relaxin 2 
RLN1	ENSG00000107018	9	5334969	5339873	relaxin 1 
PLGRKT	ENSG00000107020	9	5357973	5437878	plasminogen receptor, C-terminal lysine transmembrane protein 
CD274	ENSG00000120217	9	5450503	5470566	CD274 molecule 
PDCD1LG2	ENSG00000197646	9	5510545	5571282	programmed cell death 1 ligand 2 
KIAA1432	ENSG00000107036	9	5629025	5776557	KIAA1432 
ERMP1	ENSG00000099219	9	5765076	5833117	endoplasmic reticulum metallopeptidase 1 
KIAA2026	ENSG00000183354	9	5881596	6007901	KIAA2026 
MLANA	ENSG00000120215	9	5890802	5910606	melan-A 
RANBP6	ENSG00000137040	9	6011043	6015618	RAN binding protein 6 
IL33	ENSG00000137033	9	6215805	6257983	interleukin 33 
TPD52L3	ENSG00000170777	9	6328349	6331900	tumor protein D52-like 3 
UHRF2	ENSG00000147854	9	6413151	6507054	ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase 
C9orf38	ENSG00000215066	9	6467618	6470375	chromosome 9 open reading frame 38 
GLDC	ENSG00000178445	9	6532464	6645650	glycine dehydrogenase (decarboxylating) 
KDM4C	ENSG00000107077	9	6720863	7175648	lysine (K)-specific demethylase 4C 
C9orf123	ENSG00000137038	9	7796490	7888380	chromosome 9 open reading frame 123 
PTPRD	ENSG00000153707	9	8314246	10612723	protein tyrosine phosphatase, receptor type, D 
TYRP1	ENSG00000107165	9	12685439	12710290	tyrosinase-related protein 1 
LURAP1L	ENSG00000153714	9	12775020	12822130	leucine rich adaptor protein 1-like 
MPDZ	ENSG00000107186	9	13105703	13279589	multiple PDZ domain protein 
NFIB	ENSG00000147862	9	14081842	14398982	nuclear factor I/B 
ZDHHC21	ENSG00000175893	9	14615530	14693469	zinc finger, DHHC-type containing 21 
CER1	ENSG00000147869	9	14719722	14722715	cerberus 1, DAN family BMP antagonist 
FREM1	ENSG00000164946	9	14734664	14910993	FRAS1 related extracellular matrix 1 
TTC39B	ENSG00000155158	9	15170843	15307358	tetratricopeptide repeat domain 39B 
SNAPC3	ENSG00000164975	9	15422702	15465951	small nuclear RNA activating complex, polypeptide 3, 50kDa 
PSIP1	ENSG00000164985	9	15464064	15511017	PC4 and SFRS1 interacting protein 1 
CCDC171	ENSG00000164989	9	15552895	16061661	coiled-coil domain containing 171 
C9orf92	ENSG00000205549	9	16203933	16276311	chromosome 9 open reading frame 92 
BNC2	ENSG00000173068	9	16409501	16870841	basonuclin 2 
CNTLN	ENSG00000044459	9	17134980	17503921	centlein, centrosomal protein 
SH3GL2	ENSG00000107295	9	17579080	17797127	SH3-domain GRB2-like 2 
ADAMTSL1	ENSG00000178031	9	18473892	18910948	ADAMTS-like 1 
FAM154A	ENSG00000155875	9	18927656	19033251	family with sequence similarity 154, member A 
RRAGA	ENSG00000155876	9	19049372	19051019	Ras-related GTP binding A 
HAUS6	ENSG00000147874	9	19053141	19103117	HAUS augmin-like complex, subunit 6 
PLIN2	ENSG00000147872	9	19108373	19149288	perilipin 2 
DENND4C	ENSG00000137145	9	19230433	19374139	DENN/MADD domain containing 4C 
RPS6	ENSG00000137154	9	19375713	19380252	ribosomal protein S6 
ACER2	ENSG00000177076	9	19408925	19452018	alkaline ceramidase 2 
SLC24A2	ENSG00000155886	9	19507450	19786926	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2 
MLLT3	ENSG00000171843	9	20341663	20622542	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 
FOCAD	ENSG00000188352	9	20658308	20995954	focadhesin 
PTPLAD2	ENSG00000188921	9	20995306	21031635	protein tyrosine phosphatase-like A domain containing 2 
IFNB1	ENSG00000171855	9	21077104	21077943	interferon, beta 1, fibroblast 
IFNW1	ENSG00000177047	9	21140631	21142144	interferon, omega 1 
IFNA21	ENSG00000137080	9	21165636	21166659	interferon, alpha 21 
IFNA4	ENSG00000236637	9	21186617	21187598	interferon, alpha 4 
IFNA7	ENSG00000214042	9	21201468	21202204	interferon, alpha 7 
IFNA10	ENSG00000186803	9	21206180	21207142	interferon, alpha 10 
IFNA16	ENSG00000147885	9	21216372	21217310	interferon, alpha 16 
IFNA17	ENSG00000234829	9	21227242	21228221	interferon, alpha 17 
IFNA14	ENSG00000228083	9	21239201	21239978	interferon, alpha 14 
IFNA5	ENSG00000147873	9	21304613	21305312	interferon, alpha 5 
KLHL9	ENSG00000198642	9	21329670	21335379	kelch-like family member 9 
IFNA6	ENSG00000120235	9	21349834	21351377	interferon, alpha 6 
IFNA13	ENSG00000233816	9	21367371	21368075	interferon, alpha 13 
IFNA2	ENSG00000188379	9	21384254	21385396	interferon, alpha 2 
IFNA8	ENSG00000120242	9	21409146	21410184	interferon, alpha 8 
IFNA1	ENSG00000197919	9	21440440	21441315	interferon, alpha 1 
IFNE	ENSG00000184995	9	21480841	21482312	interferon, epsilon 
MTAP	ENSG00000099810	9	21802542	21931646	methylthioadenosine phosphorylase 
C9orf53	ENSG00000224854	9	21967137	21967738	chromosome 9 open reading frame 53 
CDKN2A	ENSG00000147889	9	21967751	21995300	cyclin-dependent kinase inhibitor 2A 
CDKN2B	ENSG00000147883	9	22002902	22009362	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4) 
DMRTA1	ENSG00000176399	9	22446840	22452472	DMRT-like family A1 
ELAVL2	ENSG00000107105	9	23690102	23826335	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B) 
IZUMO3	ENSG00000205442	9	24542950	24545944	IZUMO family member 3 
TUSC1	ENSG00000198680	9	25676396	25678856	tumor suppressor candidate 1 
CAAP1	ENSG00000120159	9	26840683	26892802	caspase activity and apoptosis inhibitor 1 
PLAA	ENSG00000137055	9	26904081	26947461	phospholipase A2-activating protein 
IFT74	ENSG00000096872	9	26947037	27062928	intraflagellar transport 74 homolog (Chlamydomonas) 
LRRC19	ENSG00000184434	9	26993134	27005691	leucine rich repeat containing 19 
TEK	ENSG00000120156	9	27109139	27230173	TEK tyrosine kinase, endothelial 
EQTN	ENSG00000120160	9	27284656	27297137	equatorin, sperm acrosome associated 
MOB3B	ENSG00000120162	9	27325207	27529779	MOB kinase activator 3B 
IFNK	ENSG00000147896	9	27524312	27526496	interferon, kappa 
C9orf72	ENSG00000147894	9	27546544	27573864	chromosome 9 open reading frame 72 
LINGO2	ENSG00000174482	9	27948076	28670283	leucine rich repeat and Ig domain containing 2 
ACO1	ENSG00000122729	9	32384618	32450834	aconitase 1, soluble 
DDX58	ENSG00000107201	9	32455300	32526322	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 
TOPORS	ENSG00000197579	9	32540542	32552551	topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase 
NDUFB6	ENSG00000165264	9	32552997	32573160	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa 
GVQW1	ENSG00000241043	9	32566787	32568619	GVQW motif containing 1 
TAF1L	ENSG00000122728	9	32629452	32635667	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like 
TMEM215	ENSG00000188133	9	32783497	32787397	transmembrane protein 215 
APTX	ENSG00000137074	9	32972604	33025166	aprataxin 
DNAJA1	ENSG00000086061	9	33025209	33039905	DnaJ (Hsp40) homolog, subfamily A, member 1 
SMU1	ENSG00000122692	9	33041762	33076665	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans) 
B4GALT1	ENSG00000086062	9	33104080	33167354	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 
SPINK4	ENSG00000122711	9	33218363	33248565	serine peptidase inhibitor, Kazal type 4 
BAG1	ENSG00000107262	9	33247818	33264761	BCL2-associated athanogene 
CHMP5	ENSG00000086065	9	33264940	33281977	charged multivesicular body protein 5 
NFX1	ENSG00000086102	9	33290509	33371155	nuclear transcription factor, X-box binding 1 
AQP7	ENSG00000165269	9	33384765	33402643	aquaporin 7 
AQP3	ENSG00000165272	9	33441152	33447609	aquaporin 3 (Gill blood group) 
NOL6	ENSG00000165271	9	33461439	33473928	nucleolar protein 6 (RNA-associated) 
ANKRD18B	ENSG00000230453	9	33524392	33573007	ankyrin repeat domain 18B 
PRSS3	ENSG00000010438	9	33750515	33799230	protease, serine, 3 
UBE2R2	ENSG00000107341	9	33817565	33920402	ubiquitin-conjugating enzyme E2R 2 
UBAP2	ENSG00000137073	9	33921691	34048947	ubiquitin associated protein 2 
DCAF12	ENSG00000198876	9	34086385	34127397	DDB1 and CUL4 associated factor 12 
UBAP1	ENSG00000165006	9	34179003	34252521	ubiquitin associated protein 1 
KIF24	ENSG00000186638	9	34252379	34329198	kinesin family member 24 
NUDT2	ENSG00000164978	9	34329504	34343709	nudix (nucleoside diphosphate linked moiety X)-type motif 2 
KIAA1161	ENSG00000164976	9	34366668	34376851	KIAA1161 
C9orf24	ENSG00000164972	9	34379017	34397830	chromosome 9 open reading frame 24 
FAM219A	ENSG00000164970	9	34398182	34458568	family with sequence similarity 219, member A 
DNAI1	ENSG00000122735	9	34457412	34520982	dynein, axonemal, intermediate chain 1 
ENHO	ENSG00000168913	9	34521038	34523039	energy homeostasis associated 
CNTFR	ENSG00000122756	9	34551430	34590121	ciliary neurotrophic factor receptor 
RPP25L	ENSG00000164967	9	34610483	34612101	ribonuclease P/MRP 25kDa subunit-like 
DCTN3	ENSG00000137100	9	34613548	34620515	dynactin 3 (p22) 
ARID3C	ENSG00000205143	9	34621376	34628104	AT rich interactive domain 3C (BRIGHT-like) 
SIGMAR1	ENSG00000147955	9	34634719	34637806	sigma non-opioid intracellular receptor 1 
GALT	ENSG00000213930	9	34638130	34651032	galactose-1-phosphate uridylyltransferase 
IL11RA	ENSG00000137070	9	34650699	34661889	interleukin 11 receptor, alpha 
CCL27	ENSG00000213927	9	34661877	34664045	chemokine (C-C motif) ligand 27 
CCL19	ENSG00000172724	9	34689564	34691274	chemokine (C-C motif) ligand 19 
CCL21	ENSG00000137077	9	34709002	34710121	chemokine (C-C motif) ligand 21 
FAM205A	ENSG00000205108	9	34723052	34729464	family with sequence similarity 205, member A 
KIAA1045	ENSG00000122733	9	34957484	34982541	KIAA1045 
DNAJB5	ENSG00000137094	9	34989638	34998897	DnaJ (Hsp40) homolog, subfamily B, member 5 
C9orf131	ENSG00000174038	9	35041092	35045988	chromosome 9 open reading frame 131 
VCP	ENSG00000165280	9	35056061	35073246	valosin containing protein 
FANCG	ENSG00000221829	9	35073832	35080013	Fanconi anemia, complementation group G 
PIGO	ENSG00000165282	9	35088685	35096591	phosphatidylinositol glycan anchor biosynthesis, class O 
STOML2	ENSG00000165283	9	35099888	35103154	stomatin (EPB72)-like 2 
FAM214B	ENSG00000005238	9	35104109	35116338	family with sequence similarity 214, member B 
UNC13B	ENSG00000198722	9	35161999	35405335	unc-13 homolog B (C. elegans) 
RUSC2	ENSG00000198853	9	35490124	35561895	RUN and SH3 domain containing 2 
FAM166B	ENSG00000215187	9	35561828	35563896	family with sequence similarity 166, member B 
TESK1	ENSG00000107140	9	35605367	35610038	testis-specific kinase 1 
CD72	ENSG00000137101	9	35609530	35646807	CD72 molecule 
SIT1	ENSG00000137078	9	35649292	35650937	signaling threshold regulating transmembrane adaptor 1 
CCDC107	ENSG00000159884	9	35658301	35661508	coiled-coil domain containing 107 
ARHGEF39	ENSG00000137135	9	35658872	35675863	Rho guanine nucleotide exchange factor (GEF) 39 
CA9	ENSG00000107159	9	35673853	35681156	carbonic anhydrase IX 
TPM2	ENSG00000198467	9	35681989	35691017	tropomyosin 2 (beta) 
TLN1	ENSG00000137076	9	35696945	35732392	talin 1 
CREB3	ENSG00000107175	9	35732332	35737001	cAMP responsive element binding protein 3 
GBA2	ENSG00000070610	9	35736863	35749983	glucosidase, beta (bile acid) 2 
RGP1	ENSG00000107185	9	35749203	35758572	RGP1 retrograde golgi transport homolog (S. cerevisiae) 
MSMP	ENSG00000215183	9	35752987	35756610	microseminoprotein, prostate associated 
NPR2	ENSG00000159899	9	35792151	35809729	natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B) 
SPAG8	ENSG00000137098	9	35808042	35812269	sperm associated antigen 8 
HINT2	ENSG00000137133	9	35812957	35815351	histidine triad nucleotide binding protein 2 
TMEM8B	ENSG00000137103	9	35814448	35854844	transmembrane protein 8B 
FAM221B	ENSG00000204930	9	35816388	35828744	family with sequence similarity 221, member B 
OR13J1	ENSG00000168828	9	35869375	35870461	olfactory receptor, family 13, subfamily J, member 1 
HRCT1	ENSG00000196196	9	35906189	35907138	histidine rich carboxyl terminus 1 
OR2S2	ENSG00000122718	9	35957105	35958151	olfactory receptor, family 2, subfamily S, member 2 
RECK	ENSG00000122707	9	36036430	36124448	reversion-inducing-cysteine-rich protein with kazal motifs 
GLIPR2	ENSG00000122694	9	36136732	36163910	GLI pathogenesis-related 2 
CCIN	ENSG00000185972	9	36169389	36171329	calicin 
CLTA	ENSG00000122705	9	36190853	36304778	clathrin, light chain A 
GNE	ENSG00000159921	9	36214438	36277053	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase 
RNF38	ENSG00000137075	9	36336393	36487545	ring finger protein 38 
MELK	ENSG00000165304	9	36572859	36677678	maternal embryonic leucine zipper kinase 
PAX5	ENSG00000196092	9	36833272	37034103	paired box 5 
ZCCHC7	ENSG00000147905	9	37120536	37358146	zinc finger, CCHC domain containing 7 
GRHPR	ENSG00000137106	9	37422663	37436987	glyoxylate reductase/hydroxypyruvate reductase 
ZBTB5	ENSG00000168795	9	37438111	37465396	zinc finger and BTB domain containing 5 
POLR1E	ENSG00000137054	9	37485932	37503694	polymerase (RNA) I polypeptide E, 53kDa 
FBXO10	ENSG00000147912	9	37510889	37588871	F-box protein 10 
TOMM5	ENSG00000175768	9	37582643	37592639	translocase of outer mitochondrial membrane 5 homolog (yeast) 
FRMPD1	ENSG00000070601	9	37650997	37746901	FERM and PDZ domain containing 1 
TRMT10B	ENSG00000165275	9	37753804	37778969	tRNA methyltransferase 10 homolog B (S. cerevisiae) 
EXOSC3	ENSG00000107371	9	37766975	37801434	exosome component 3 
DCAF10	ENSG00000122741	9	37800499	37867663	DDB1 and CUL4 associated factor 10 
SLC25A51	ENSG00000122696	9	37879400	37904350	solute carrier family 25, member 51 
SHB	ENSG00000107338	9	37919131	38069210	Src homology 2 domain containing adaptor protein B 
ALDH1B1	ENSG00000137124	9	38392661	38398658	aldehyde dehydrogenase 1 family, member B1 
IGFBPL1	ENSG00000137142	9	38408991	38424444	insulin-like growth factor binding protein-like 1 
ANKRD18A	ENSG00000180071	9	38540564	38620657	ankyrin repeat domain 18A 
CNTNAP3	ENSG00000106714	9	39072764	39288312	contactin associated protein-like 3 
SPATA31A1	ENSG00000204849	9	39355699	39361956	SPATA31 subfamily A, member 1 
SPATA31A2	ENSG00000204848	9	39884975	39891210	SPATA31 subfamily A, member 2 
SPATA31A3	ENSG00000147926	9	40700291	40706537	SPATA31 subfamily A, member 3 
ZNF658	ENSG00000196409	9	40760700	40836415	zinc finger protein 658 
SPATA31A4	ENSG00000234214	9	41321107	41327364	SPATA31 subfamily A, member 4 
SPATA31A5	ENSG00000233788	9	41500679	41506925	SPATA31 subfamily A, member 5 
ANKRD20A2	ENSG00000183148	9	42368303	42411410	ankyrin repeat domain 20 family, member A2 
CBWD7	ENSG00000215126	9	42668608	42714962	COBW domain containing 7 
FOXD4L2	ENSG00000204828	9	42717234	42720342	forkhead box D4-like 2 
ANKRD20A3	ENSG00000132498	9	43064966	43133544	ankyrin repeat domain 20 family, member A3 
SPATA31A6	ENSG00000185775	9	43624507	43630730	SPATA31 subfamily A, member 6 
CNTNAP3B	ENSG00000154529	9	43684902	43924049	contactin associated protein-like 3B 
FAM27C	ENSG00000154537	9	44990314	44991483	family with sequence similarity 27, member C 
FAM27A	ENSG00000182368	9	45727107	45728274	family with sequence similarity 27, member A 
FAM27E2	ENSG00000204807	9	45733559	45734896	family with sequence similarity 27, member E2 
FAM27E1	ENSG00000237198	9	46385691	46387031	family with sequence similarity 27, member E1 
FAM27D1	ENSG00000231997	9	46389110	46391556	family with sequence similarity 27, member D1 
SPATA31A7	ENSG00000234734	9	65503363	65509610	SPATA31 subfamily A, member 7 
FAM27E3	ENSG00000232833	9	67784944	67786624	family with sequence similarity 27, member E3 
FAM27B	ENSG00000170215	9	67792938	67794111	family with sequence similarity 27, member B 
ANKRD20A1	ENSG00000196774	9	67926761	67969840	ankyrin repeat domain 20 family, member A1 
FOXD4L6	ENSG00000204793	9	69199480	69202204	forkhead box D4-like 6 
CBWD6	ENSG00000204790	9	69204538	69269662	COBW domain containing 6 
ANKRD20A4	ENSG00000172014	9	69381812	69425560	ankyrin repeat domain 20 family, member A4 
FOXD4L5	ENSG00000204779	9	70175707	70178815	forkhead box D4-like 5 
FOXD4L4	ENSG00000184659	9	70426623	70429731	forkhead box D4-like 4 
CBWD5	ENSG00000147996	9	70432004	70497240	COBW domain containing 5 
CBWD3	ENSG00000196873	9	70856397	70914929	COBW domain containing 3 
FOXD4L3	ENSG00000187559	9	70917276	70920000	forkhead box D4-like 3 
PGM5	ENSG00000154330	9	70943224	71145977	phosphoglucomutase 5 
TMEM252	ENSG00000181778	9	71151496	71155783	transmembrane protein 252 
PIP5K1B	ENSG00000107242	9	71320575	71624092	phosphatidylinositol-4-phosphate 5-kinase, type I, beta 
FAM122A	ENSG00000187866	9	71394964	71398609	family with sequence similarity 122A 
PRKACG	ENSG00000165059	9	71627469	71629039	protein kinase, cAMP-dependent, catalytic, gamma 
FXN	ENSG00000165060	9	71650175	71715094	frataxin 
TJP2	ENSG00000119139	9	71736209	71870124	tight junction protein 2 
FAM189A2	ENSG00000135063	9	71939488	72007371	family with sequence similarity 189, member A2 
APBA1	ENSG00000107282	9	72042446	72287222	amyloid beta (A4) precursor protein-binding, family A, member 1 
PTAR1	ENSG00000188647	9	72324438	72374875	protein prenyltransferase alpha subunit repeat containing 1 
C9orf135	ENSG00000204711	9	72435709	72521148	chromosome 9 open reading frame 135 
MAMDC2	ENSG00000165072	9	72658497	72841886	MAM domain containing 2 
SMC5	ENSG00000198887	9	72873937	72969804	structural maintenance of chromosomes 5 
KLF9	ENSG00000119138	9	72999503	73029540	Kruppel-like factor 9 
TRPM3	ENSG00000083067	9	73149949	74061820	transient receptor potential cation channel, subfamily M, member 3 
TMEM2	ENSG00000135048	9	74298282	74431606	transmembrane protein 2 
ABHD17B	ENSG00000107362	9	74477368	74525847	abhydrolase domain containing 17B 
C9orf85	ENSG00000155621	9	74526426	74600970	chromosome 9 open reading frame 85 
C9orf57	ENSG00000204669	9	74666292	74687733	chromosome 9 open reading frame 57 
GDA	ENSG00000119125	9	74729511	74872109	guanine deaminase 
ZFAND5	ENSG00000107372	9	74966341	74980163	zinc finger, AN1-type domain 5 
TMC1	ENSG00000165091	9	75136717	75451267	transmembrane channel-like 1 
ALDH1A1	ENSG00000165092	9	75515578	75695358	aldehyde dehydrogenase 1 family, member A1 
ANXA1	ENSG00000135046	9	75766673	75785309	annexin A1 
RORB	ENSG00000198963	9	77112281	77302117	RAR-related orphan receptor B 
TRPM6	ENSG00000119121	9	77337411	77503010	transient receptor potential cation channel, subfamily M, member 6 
C9orf40	ENSG00000135045	9	77561497	77567802	chromosome 9 open reading frame 40 
C9orf41	ENSG00000156017	9	77595936	77643339	chromosome 9 open reading frame 41 
NMRK1	ENSG00000106733	9	77675489	77703133	nicotinamide riboside kinase 1 
OSTF1	ENSG00000134996	9	77703459	77762181	osteoclast stimulating factor 1 
PCSK5	ENSG00000099139	9	78505560	78977255	proprotein convertase subtilisin/kexin type 5 
RFK	ENSG00000135002	9	79000433	79009433	riboflavin kinase 
GCNT1	ENSG00000187210	9	79034752	79122332	glucosaminyl (N-acetyl) transferase 1, core 2 
PRUNE2	ENSG00000106772	9	79226292	79521003	prune homolog 2 (Drosophila) 
FOXB2	ENSG00000204612	9	79634571	79635869	forkhead box B2 
VPS13A	ENSG00000197969	9	79792269	80036457	vacuolar protein sorting 13 homolog A (S. cerevisiae) 
GNA14	ENSG00000156049	9	80037995	80263223	guanine nucleotide binding protein (G protein), alpha 14 
GNAQ	ENSG00000156052	9	80331003	80646374	guanine nucleotide binding protein (G protein), q polypeptide 
CEP78	ENSG00000148019	9	80850978	80894606	centrosomal protein 78kDa 
PSAT1	ENSG00000135069	9	80912059	80945009	phosphoserine aminotransferase 1 
TLE4	ENSG00000106829	9	82186688	82341658	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila) 
TLE1	ENSG00000196781	9	84198598	84304220	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila) 
SPATA31D1	ENSG00000214929	9	84603687	84610171	SPATA31 subfamily D, member 1 
RASEF	ENSG00000165105	9	85594500	85678092	RAS and EF-hand domain containing 
FRMD3	ENSG00000172159	9	85857905	86153461	FERM domain containing 3 
IDNK	ENSG00000148057	9	86237964	86259045	idnK, gluconokinase homolog (E. coli) 
UBQLN1	ENSG00000135018	9	86274878	86323118	ubiquilin 1 
GKAP1	ENSG00000165113	9	86354336	86444431	G kinase anchoring protein 1 
KIF27	ENSG00000165115	9	86451613	86536342	kinesin family member 27 
C9orf64	ENSG00000165118	9	86553226	86571901	chromosome 9 open reading frame 64 
HNRNPK	ENSG00000165119	9	86582998	86595569	heterogeneous nuclear ribonucleoprotein K 
RMI1	ENSG00000178966	9	86595626	86618985	RecQ mediated genome instability 1 
SLC28A3	ENSG00000197506	9	86890372	86955672	solute carrier family 28 (concentrative nucleoside transporter), member 3 
NTRK2	ENSG00000148053	9	87283466	87638505	neurotrophic tyrosine kinase, receptor, type 2 
AGTPBP1	ENSG00000135049	9	88161455	88356944	ATP/GTP binding protein 1 
NAA35	ENSG00000135040	9	88556061	88637213	N(alpha)-acetyltransferase 35, NatC auxiliary subunit 
GOLM1	ENSG00000135052	9	88641061	88715088	golgi membrane protein 1 
C9orf153	ENSG00000187753	9	88835180	88874572	chromosome 9 open reading frame 153 
ISCA1	ENSG00000135070	9	88879461	88897676	iron-sulfur cluster assembly 1 homolog (S. cerevisiae) 
ZCCHC6	ENSG00000083223	9	88902648	88969369	zinc finger, CCHC domain containing 6 
GAS1	ENSG00000180447	9	89559279	89562104	growth arrest-specific 1 
C9orf170	ENSG00000204446	9	89763559	89774471	chromosome 9 open reading frame 170 
DAPK1	ENSG00000196730	9	90112143	90323548	death-associated protein kinase 1 
CTSL	ENSG00000135047	9	90340434	90346308	cathepsin L 
SPATA31E1	ENSG00000177992	9	90497741	90503814	SPATA31 subfamily E, member 1 
CDK20	ENSG00000156345	9	90581356	90589668	cyclin-dependent kinase 20 
SPIN1	ENSG00000106723	9	91003334	91093609	spindlin 1 
NXNL2	ENSG00000130045	9	91150016	91199189	nucleoredoxin-like 2 
C9orf47	ENSG00000186354	9	91605778	91611055	chromosome 9 open reading frame 47 
S1PR3	ENSG00000213694	9	91606362	91619925	sphingosine-1-phosphate receptor 3 
SHC3	ENSG00000148082	9	91628060	91793682	SHC (Src homology 2 domain containing) transforming protein 3 
CKS2	ENSG00000123975	9	91926113	91931618	CDC28 protein kinase regulatory subunit 2 
SECISBP2	ENSG00000187742	9	91933421	91974557	SECIS binding protein 2 
SEMA4D	ENSG00000187764	9	91975702	92113045	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D 
GADD45G	ENSG00000130222	9	92219928	92221470	growth arrest and DNA-damage-inducible, gamma 
DIRAS2	ENSG00000165023	9	93372114	93405386	DIRAS family, GTP-binding RAS-like 2 
SYK	ENSG00000165025	9	93564069	93660831	spleen tyrosine kinase 
AUH	ENSG00000148090	9	93976097	94124195	AU RNA binding protein/enoyl-CoA hydratase 
NFIL3	ENSG00000165030	9	94171327	94186144	nuclear factor, interleukin 3 regulated 
ROR2	ENSG00000169071	9	94325373	94712444	receptor tyrosine kinase-like orphan receptor 2 
SPTLC1	ENSG00000090054	9	94794281	94877666	serine palmitoyltransferase, long chain base subunit 1 
IARS	ENSG00000196305	9	94972489	95056038	isoleucyl-tRNA synthetase 
NOL8	ENSG00000198000	9	95059640	95087918	nucleolar protein 8 
CENPP	ENSG00000188312	9	95087766	95382815	centromere protein P 
OGN	ENSG00000106809	9	95146249	95166978	osteoglycin 
OMD	ENSG00000127083	9	95176527	95186743	osteomodulin 
ASPN	ENSG00000106819	9	95218487	95244788	asporin 
ECM2	ENSG00000106823	9	95256365	95298937	extracellular matrix protein 2, female organ and adipocyte specific 
IPPK	ENSG00000127080	9	95375466	95432547	inositol 1,3,4,5,6-pentakisphosphate 2-kinase 
BICD2	ENSG00000185963	9	95473645	95527094	bicaudal D homolog 2 (Drosophila) 
ZNF484	ENSG00000127081	9	95607874	95640304	zinc finger protein 484 
FGD3	ENSG00000127084	9	95709733	95798518	FYVE, RhoGEF and PH domain containing 3 
SUSD3	ENSG00000157303	9	95820989	95847420	sushi domain containing 3 
C9orf89	ENSG00000165233	9	95858500	95875565	chromosome 9 open reading frame 89 
NINJ1	ENSG00000131669	9	95883771	95896570	ninjurin 1 
WNK2	ENSG00000165238	9	95947198	96082854	WNK lysine deficient protein kinase 2 
C9orf129	ENSG00000204352	9	96080481	96108696	chromosome 9 open reading frame 129 
FAM120AOS	ENSG00000188938	9	96208776	96215874	family with sequence similarity 120A opposite strand 
